0,0,0
50000,119296229.76,119296229.76
100000,119114274.60,238410504.36
150000,119008566.36,357419070.72
200000,119103129.00,476522199.72
250000,119008566.36,595530766.08
300000,119232729.00,714763495.08
350000,119055922.20,833819417.28
400000,119038325.76,952857743.04
450000,119088166.68,1071945909.72
500000,119055769.92,1191001679.64
