0,0,0
50000,112997602.72,112997602.72
100000,112850850.64,225848453.36
150000,112747706.24,338596159.60
200000,112823265.28,451419424.88
250000,112699814.80,564119239.68
300000,112997753.24,677116992.92
350000,112787009.68,789904002.60
400000,112753002.64,902657005.24
450000,112833974.48,1015490979.72
500000,112735675.12,1128226654.84
