0,0,0
50000,16397638.85,16397638.85
100000,16311278.89,32708917.74
150000,16295570.31,49004488.05
200000,16308532.44,65313020.49
250000,16331452.23,81644472.72
300000,16295570.31,97940043.03
350000,16308532.44,114248575.47
400000,16308532.44,130557107.91
450000,16318490.09,146875598.01
500000,16318385.33,163193983.33
