0,0,0
50000,107484233.90,107484233.90
100000,107325519.98,214809753.88
150000,107211627.50,322021381.38
200000,107306190.14,429327571.52
250000,107211627.50,536539199.02
300000,107435790.14,643974989.16
350000,107258983.34,751233972.50
400000,107241386.90,858475359.40
450000,107291227.82,965766587.22
500000,107252412.82,1073019000.04
